id,id_str,screen_name,location,description,url,followers_count,friends_count,listed_count,created_at,favourites_count,verified,statuses_count,lang,status,default_profile,default_profile_image,has_extended_profile,name,bot
2293090974,2293090974,uzmani90,"Pittsburgh, PA, USA","Engineer, Musician, Maker.",http://t.co/aM6nBA5A0s,93,272,0,Wed Jan 15 18:22:15 +0000 2014,0,FALSE,0,en,,TRUE,FALSE,FALSE,M. Haris Usmani,0
230425391,230425391,habibrkhan,Time is the best MASTER....,"Watch my show DOWNTOWN DUBAI & see happenings in Dubai every Wednesday 8:30 Pm UAE TIME & 9:30 Pm PST only on KAY2 channel. Call me live 00971-6-530-3822",https://t.co/FcMZWd5b6G,411,2060,0,Sat Dec 25 12:20:21 +0000 2010,115,FALSE,250,en,"{'retweeted': False, 'is_quote_status': False, 'favorite_count': 10, 'possibly_sensitive': False, 'retweet_count': 0, 'place': None, 'in_reply_to_status_id': None, 'entities': {'urls': [{'display_url': 'kay2.tv/livetv.php', 'expanded_url': 'http://kay2.tv/livetv.php', 'indices': [25, 48], 'url': 'https://t.co/u1ctw431qH'}], 'user_mentions': [], 'hashtags': [{'indices': [0, 9], 'text': 'downtown'}, {'indices': [10, 16], 'text': 'dubai'}, {'indices': [17, 22], 'text': 'kay2'}], 'symbols': []}, 'geo': None, 'id_str': '674564607264985088', 'in_reply_to_screen_name': None, 'text': '#downtown #dubai #kay2 \n\nhttps://t.co/u1ctw431qH', 'in_reply_to_user_id_str': None, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'truncated': False, 'in_reply_to_user_id': None, 'created_at': 'Wed Dec 09 12:21:49 +0000 2015', 'contributors': None, 'in_reply_to_status_id_str': None, 'lang': 'und', 'id': 674564607264985088, 'favorited': False, 'coordinates': None}",FALSE,FALSE,TRUE,Habib Khan,0
581857863,581857863,sameerh617,"Melbourne, Victoria","Pakistani by heart, Engineer by profession, and a Gooner by choice. #COYG #Pak #Arsenal",,97,245,0,Wed May 16 12:03:52 +0000 2012,249,FALSE,1086,en,"{'favorited': False, 'is_quote_status': False, 'favorite_count': 0, 'possibly_sensitive': False, 'retweeted_status': {'retweeted': False, 'is_quote_status': False, 'favorite_count': 2857, 'possibly_sensitive': False, 'retweet_count': 2252, 'place': None, 'in_reply_to_user_id': None, 'in_reply_to_status_id': None, 'entities': {'urls': [], 'user_mentions': [], 'hashtags': [], 'media': [{'media_url_https': 'https://pbs.twimg.com/media/C5PlwASUkAAu8Ea.jpg', 'display_url': 'pic.twitter.com/qxVIjKTIRX', 'url': 'https://t.co/qxVIjKTIRX', 'expanded_url': 'https://twitter.com/HistoryToLearn/status/834289182558281728/photo/1', 'media_url': 'http://pbs.twimg.com/media/C5PlwASUkAAu8Ea.jpg', 'id_str': '834262968867000320', 'sizes': {'small': {'resize': 'fit', 'w': 600, 'h': 446}, 'large': {'resize': 'fit', 'w': 600, 'h': 446}, 'medium': {'resize': 'fit', 'w': 600, 'h': 446}, 'thumb': {'resize': 'crop', 'w': 150, 'h': 150}}, 'indices': [42, 65], 'type': 'photo', 'id': 834262968867000320}], 'symbols': []}, 'geo': None, 'id_str': '834289182558281728', 'in_reply_to_screen_name': None, 'text': 'Saddam Hussein flirting during his youth. https://t.co/qxVIjKTIRX', 'in_reply_to_user_id_str': None, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'truncated': False, 'extended_entities': {'media': [{'media_url_https': 'https://pbs.twimg.com/media/C5PlwASUkAAu8Ea.jpg', 'display_url': 'pic.twitter.com/qxVIjKTIRX', 'url': 'https://t.co/qxVIjKTIRX', 'expanded_url': 'https://twitter.com/HistoryToLearn/status/834289182558281728/photo/1', 'media_url': 'http://pbs.twimg.com/media/C5PlwASUkAAu8Ea.jpg', 'id_str': '834262968867000320', 'sizes': {'small': {'resize': 'fit', 'w': 600, 'h': 446}, 'large': {'resize': 'fit', 'w': 600, 'h': 446}, 'medium': {'resize': 'fit', 'w': 600, 'h': 446}, 'thumb': {'resize': 'crop', 'w': 150, 'h': 150}}, 'indices': [42, 65], 'type': 'photo', 'id': 834262968867000320}]}, 'created_at': 'Wed Feb 22 06:30:16 +0000 2017', 'contributors': None, 'in_reply_to_status_id_str': None, 'lang': 'en', 'id': 834289182558281728, 'favorited': False, 'coordinates': None}, 'retweet_count': 2252, 'place': None, 'in_reply_to_status_id': None, 'retweeted': False, 'entities': {'urls': [], 'user_mentions': [{'screen_name': 'HistoryToLearn', 'name': 'Lost In History', 'indices': [3, 18], 'id_str': '149760844', 'id': 149760844}], 'hashtags': [], 'media': [{'display_url': 'pic.twitter.com/qxVIjKTIRX', 'source_user_id': 149760844, 'indices': [62, 85], 'source_user_id_str': '149760844', 'source_status_id_str': '834289182558281728', 'sizes': {'small': {'resize': 'fit', 'w': 600, 'h': 446}, 'large': {'resize': 'fit', 'w': 600, 'h': 446}, 'medium': {'resize': 'fit', 'w': 600, 'h': 446}, 'thumb': {'resize': 'crop', 'w': 150, 'h': 150}}, 'id': 834262968867000320, 'media_url_https': 'https://pbs.twimg.com/media/C5PlwASUkAAu8Ea.jpg', 'source_status_id': 834289182558281728, 'media_url': 'http://pbs.twimg.com/media/C5PlwASUkAAu8Ea.jpg', 'id_str': '834262968867000320', 'expanded_url': 'https://twitter.com/HistoryToLearn/status/834289182558281728/photo/1', 'type': 'photo', 'url': 'https://t.co/qxVIjKTIRX'}], 'symbols': []}, 'geo': None, 'id_str': '834528827753783301', 'in_reply_to_screen_name': None, 'text': 'RT @HistoryToLearn: Saddam Hussein flirting during his youth. https://t.co/qxVIjKTIRX', 'in_reply_to_user_id_str': None, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'truncated': False, 'extended_entities': {'media': [{'display_url': 'pic.twitter.com/qxVIjKTIRX', 'source_user_id': 149760844, 'indices': [62, 85], 'source_user_id_str': '149760844', 'source_status_id_str': '834289182558281728', 'sizes': {'small': {'resize': 'fit', 'w': 600, 'h': 446}, 'large': {'resize': 'fit', 'w': 600, 'h': 446}, 'medium': {'resize': 'fit', 'w': 600, 'h': 446}, 'thumb': {'resize': 'crop', 'w': 150, 'h': 150}}, 'id': 834262968867000320, 'media_url_https': 'https://pbs.twimg.com/media/C5PlwASUkAAu8Ea.jpg', 'source_status_id': 834289182558281728, 'media_url': 'http://pbs.twimg.com/media/C5PlwASUkAAu8Ea.jpg', 'id_str': '834262968867000320', 'expanded_url': 'https://twitter.com/HistoryToLearn/status/834289182558281728/photo/1', 'type': 'photo', 'url': 'https://t.co/qxVIjKTIRX'}]}, 'created_at': 'Wed Feb 22 22:22:31 +0000 2017', 'contributors': None, 'in_reply_to_status_id_str': None, 'lang': 'en', 'id': 834528827753783301, 'in_reply_to_user_id': None, 'coordinates': None}",FALSE,FALSE,FALSE,Sameer Hasan,0
266612587,266612587,umar_burney,,"President at LUMS Daily Student, Aspiring Entrepreneur and an avid cricket fan.",,57,202,2,Tue Mar 15 14:26:40 +0000 2011,8,FALSE,30,en,"{'retweeted': False, 'is_quote_status': False, 'favorite_count': 1, 'possibly_sensitive': False, 'retweet_count': 0, 'place': None, 'in_reply_to_status_id': None, 'entities': {'urls': [{'display_url': 'netbanking.bankalfalah.com/DataService/TCäó_', 'expanded_url': 'https://netbanking.bankalfalah.com/DataService/TC/index1.aspx?type=Mg==', 'indices': [0, 23], 'url': 'https://t.co/ce3EbJfszH'}], 'user_mentions': [], 'hashtags': [], 'symbols': []}, 'geo': None, 'id_str': '769483481260883968', 'in_reply_to_screen_name': None, 'text': 'https://t.co/ce3EbJfszH', 'in_reply_to_user_id_str': None, 'source': '<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>', 'truncated': False, 'in_reply_to_user_id': None, 'created_at': 'Sat Aug 27 10:35:32 +0000 2016', 'contributors': None, 'in_reply_to_status_id_str': None, 'lang': 'und', 'id': 769483481260883968, 'favorited': False, 'coordinates': None}",FALSE,FALSE,FALSE,Umar Burney,0
40082948,40082948,ne3na,,I like cats. I make cakes. I cook. I read books. And I'm ever so slightly neurotic.,http://t.co/fR2j5rlzos,193,208,5,Thu May 14 20:59:46 +0000 2009,851,FALSE,4047,en,"{'retweeted': False, 'is_quote_status': False, 'favorite_count': 2, 'retweet_count': 0, 'place': None, 'in_reply_to_status_id': None, 'entities': {'urls': [], 'user_mentions': [], 'hashtags': [], 'symbols': []}, 'geo': None, 'id_str': '775028665696391169', 'in_reply_to_screen_name': None, 'text': 'I am a disco dancer. (Someone get this song out of my head please)', 'in_reply_to_user_id_str': None, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'truncated': False, 'in_reply_to_user_id': None, 'created_at': 'Sun Sep 11 17:50:07 +0000 2016', 'contributors': None, 'in_reply_to_status_id_str': None, 'lang': 'en', 'id': 775028665696391169, 'favorited': False, 'coordinates': None}",FALSE,FALSE,FALSE,Aleena,0
283216565,283216565,naumanminhas91,"Lahore, Pakistan","Software Engineer at Tintash. Computer Science Grad from LUMS. A games developer, adventurer and tech enthusiast.",,197,599,2,Sat Apr 16 20:49:41 +0000 2011,135,FALSE,1732,en,"{'retweeted': False, 'is_quote_status': False, 'favorite_count': 0, 'retweeted_status': {'retweeted': False, 'is_quote_status': False, 'favorite_count': 83118, 'retweet_count': 31658, 'place': None, 'in_reply_to_status_id': None, 'entities': {'urls': [], 'user_mentions': [], 'hashtags': [{'indices': [6, 29], 'text': 'InternationalWomensDay'}, {'indices': [66, 73], 'text': 'WhyIsn'}], 'symbols': []}, 'geo': None, 'id_str': '839426039633887234', 'in_reply_to_screen_name': None, 'text': ""Happy #InternationalWomensDay \n\nor, as it's often called on here, #WhyIsn'tThereAnInternationalMensDay \n\n(There is: November 19th)"", 'in_reply_to_user_id_str': None, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'truncated': False, 'in_reply_to_user_id': None, 'created_at': 'Wed Mar 08 10:42:18 +0000 2017', 'contributors': None, 'in_reply_to_status_id_str': None, 'lang': 'en', 'id': 839426039633887234, 'favorited': False, 'coordinates': None}, 'retweet_count': 31658, 'place': None, 'in_reply_to_status_id': None, 'entities': {'urls': [], 'user_mentions': [{'screen_name': 'jk_rowling', 'name': 'J.K. Rowling', 'indices': [3, 14], 'id_str': '62513246', 'id': 62513246}], 'hashtags': [{'indices': [22, 45], 'text': 'InternationalWomensDay'}, {'indices': [82, 89], 'text': 'WhyIsn'}], 'symbols': []}, 'geo': None, 'id_str': '839441628007968770', 'in_reply_to_screen_name': None, 'text': ""RT @jk_rowling: Happy #InternationalWomensDay \n\nor, as it's often called on here, #WhyIsn'tThereAnInternationalMensDay \n\n(There is: Novembeäó_"", 'in_reply_to_user_id_str': None, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'truncated': False, 'in_reply_to_user_id': None, 'created_at': 'Wed Mar 08 11:44:14 +0000 2017', 'contributors': None, 'in_reply_to_status_id_str': None, 'lang': 'en', 'id': 839441628007968770, 'favorited': False, 'coordinates': None}",FALSE,FALSE,TRUE,Nauman Minhas,0
1274305279,1274305279,saad_bshams,,,,51,102,0,Sun Mar 17 07:24:53 +0000 2013,37,FALSE,26,en,"{'retweeted': False, 'is_quote_status': False, 'favorite_count': 1, 'retweet_count': 1, 'place': None, 'in_reply_to_status_id': None, 'entities': {'urls': [], 'user_mentions': [], 'hashtags': [{'indices': [35, 41], 'text': 'FAFEN'}, {'indices': [55, 69], 'text': 'SabKaPakistan'}], 'symbols': []}, 'geo': None, 'id_str': '773826193141428224', 'in_reply_to_screen_name': None, 'text': 'Amazing speakers and discussion at #FAFEN conference. \n#SabKaPakistan', 'in_reply_to_user_id_str': None, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'truncated': False, 'in_reply_to_user_id': None, 'created_at': 'Thu Sep 08 10:11:56 +0000 2016', 'contributors': None, 'in_reply_to_status_id_str': None, 'lang': 'en', 'id': 773826193141428224, 'favorited': False, 'coordinates': None}",TRUE,FALSE,FALSE,Saad Bin Shams,0
104226662,104226662,ahmadriaz,,,,26,150,1,Tue Jan 12 17:54:43 +0000 2010,8,FALSE,2,en,"{'retweeted': False, 'is_quote_status': False, 'favorite_count': 0, 'retweeted_status': {'retweeted': False, 'is_quote_status': False, 'favorite_count': 476, 'retweet_count': 430, 'place': None, 'in_reply_to_status_id': None, 'entities': {'urls': [], 'user_mentions': [], 'hashtags': [], 'symbols': []}, 'geo': None, 'id_str': '573334399510441984', 'in_reply_to_screen_name': None, 'text': '0, 1, 4...\n\n9, 16, 25, 36, 49, 64, 81, 100, 121, 144, 169, 196, 225, 256, 289. In 15 ODI I due to break world record ODI score. Be patient.', 'in_reply_to_user_id_str': None, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'truncated': False, 'in_reply_to_user_id': None, 'created_at': 'Thu Mar 05 04:09:07 +0000 2015', 'contributors': None, 'in_reply_to_status_id_str': None, 'lang': 'en', 'id': 573334399510441984, 'favorited': False, 'coordinates': None}, 'retweet_count': 430, 'place': None, 'in_reply_to_status_id': None, 'entities': {'urls': [], 'user_mentions': [{'screen_name': 'NasirJamshed_', 'name': 'Big Nas', 'indices': [3, 17], 'id_str': '1975133460', 'id': 1975133460}], 'hashtags': [], 'symbols': []}, 'geo': None, 'id_str': '573421931812122624', 'in_reply_to_screen_name': None, 'text': 'RT @NasirJamshed_: 0, 1, 4...\n\n9, 16, 25, 36, 49, 64, 81, 100, 121, 144, 169, 196, 225, 256, 289. In 15 ODI I due to break world record ODIäó_', 'in_reply_to_user_id_str': None, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'truncated': False, 'in_reply_to_user_id': None, 'created_at': 'Thu Mar 05 09:56:56 +0000 2015', 'contributors': None, 'in_reply_to_status_id_str': None, 'lang': 'en', 'id': 573421931812122624, 'favorited': False, 'coordinates': None}",TRUE,TRUE,FALSE,Ahmad Riaz,0
40268721,40268721,UzairKK,,,,56,295,1,Fri May 15 15:57:09 +0000 2009,16,FALSE,102,en,"{'retweeted': False, 'is_quote_status': False, 'favorite_count': 17, 'possibly_sensitive': False, 'retweet_count': 1, 'place': {'name': 'Punjab', 'attributes': {}, 'bounding_box': {'type': 'Polygon', 'coordinates': [[[69.328873, 27.708226], [75.382124, 27.708226], [75.382124, 34.019989], [69.328873, 34.019989]]]}, 'place_type': 'admin', 'full_name': 'Punjab, Pakistan', 'id': '00cc0d5640394308', 'country_code': 'PK', 'country': 'Pakistan', 'contained_within': [], 'url': 'https://api.twitter.com/1.1/geo/id/00cc0d5640394308.json'}, 'in_reply_to_status_id': None, 'entities': {'urls': [{'display_url': 'bit.ly/1bILyVvigcgfbgäó_', 'expanded_url': 'http://bit.ly/1bILyVvigcgfbgvnyb', 'indices': [96, 119], 'url': 'https://t.co/bydaIFIA9h'}], 'user_mentions': [{'screen_name': 'AppStore', 'name': 'App Store', 'indices': [66, 75], 'id_str': '74594552', 'id': 74594552}], 'hashtags': [{'indices': [32, 43], 'text': 'BananaKong'}], 'symbols': []}, 'geo': {'type': 'Point', 'coordinates': [33.686348, 72.986021]}, 'id_str': '714458730369261569', 'in_reply_to_screen_name': None, 'text': ""I've just reached 229 meters in #BananaKong.\nDownload it from the @AppStore and try to beat me! https://t.co/bydaIFIA9h"", 'in_reply_to_user_id_str': None, 'source': '<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>', 'truncated': False, 'in_reply_to_user_id': None, 'created_at': 'Mon Mar 28 14:26:49 +0000 2016', 'contributors': None, 'in_reply_to_status_id_str': None, 'lang': 'en', 'id': 714458730369261569, 'favorited': False, 'coordinates': {'type': 'Point', 'coordinates': [72.986021, 33.686348]}}",FALSE,FALSE,FALSE,Uzair ALi Khan,0
596260946,596260946,hassi107,Lahore,Electrical Engineer at Engro | LUMS 2014 | Work Hard Party Harder,,15,59,0,Fri Jun 01 08:30:20 +0000 2012,0,FALSE,5,en,"{'retweeted': False, 'is_quote_status': False, 'favorite_count': 0, 'retweeted_status': {'retweeted': False, 'is_quote_status': False, 'favorite_count': 3072, 'retweet_count': 2045, 'place': None, 'in_reply_to_status_id': None, 'entities': {'urls': [], 'user_mentions': [], 'hashtags': [], 'symbols': []}, 'geo': None, 'id_str': '560740582310821888', 'in_reply_to_screen_name': None, 'text': 'Governor Sarwar resigned today &amp; pointed to the sad fact that Pakistan is a country where benefits are only for the elite.', 'in_reply_to_user_id_str': None, 'source': '<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerryŒ¬</a>', 'truncated': False, 'in_reply_to_user_id': None, 'created_at': 'Thu Jan 29 10:05:47 +0000 2015', 'contributors': None, 'in_reply_to_status_id_str': None, 'lang': 'en', 'id': 560740582310821888, 'favorited': False, 'coordinates': None}, 'retweet_count': 2045, 'place': None, 'in_reply_to_status_id': None, 'entities': {'urls': [], 'user_mentions': [{'screen_name': 'ImranKhanPTI', 'name': 'Imran Khan', 'indices': [3, 16], 'id_str': '122453931', 'id': 122453931}], 'hashtags': [], 'symbols': []}, 'geo': None, 'id_str': '560745015941816320', 'in_reply_to_screen_name': None, 'text': 'RT @ImranKhanPTI: Governor Sarwar resigned today &amp; pointed to the sad fact that Pakistan is a country where benefits are only for the elite.', 'in_reply_to_user_id_str': None, 'source': '<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>', 'truncated': False, 'in_reply_to_user_id': None, 'created_at': 'Thu Jan 29 10:23:24 +0000 2015', 'contributors': None, 'in_reply_to_status_id_str': None, 'lang': 'en', 'id': 560745015941816320, 'favorited': False, 'coordinates': None}",TRUE,FALSE,FALSE,Saleh Hasan Gondal,0
324978807,324978807,UmairSQureshi,islamabad,Teacher and Educationist. ASCD Emerging Leader 2015/Tedx Speaker/ Founder Islamabad https://t.co/NjgxEvcwSm LEAD (pvt) Limited/Activist.,,739,827,15,Mon Jun 27 14:51:44 +0000 2011,438,FALSE,734,en,"{'retweeted': False, 'is_quote_status': False, 'favorite_count': 0, 'possibly_sensitive': False, 'retweeted_status': {'retweeted': False, 'is_quote_status': False, 'favorite_count': 3, 'possibly_sensitive': False, 'retweet_count': 2, 'place': None, 'in_reply_to_status_id': None, 'entities': {'urls': [{'display_url': 'ascd.org/about-ascd/Goväó_', 'expanded_url': 'http://www.ascd.org/about-ascd/Governance/elections.aspx', 'indices': [84, 107], 'url': 'https://t.co/JMuaKfjxDU'}], 'user_mentions': [{'screen_name': 'ASCD', 'name': 'ASCD', 'indices': [0, 5], 'id_str': '15743206', 'id': 15743206}], 'hashtags': [{'indices': [108, 116], 'text': 'ASCDL2L'}], 'symbols': []}, 'geo': None, 'id_str': '840623582183067648', 'in_reply_to_screen_name': 'ASCD', 'text': '@ASCD members, please view candidate profiles and vote for two new Board members at https://t.co/JMuaKfjxDU #ASCDL2L', 'in_reply_to_user_id_str': '15743206', 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'truncated': False, 'in_reply_to_user_id': 15743206, 'created_at': 'Sat Mar 11 18:00:54 +0000 2017', 'contributors': None, 'in_reply_to_status_id_str': None, 'lang': 'en', 'id': 840623582183067648, 'favorited': False, 'coordinates': None}, 'retweet_count': 2, 'place': None, 'in_reply_to_status_id': None, 'entities': {'urls': [{'display_url': 'ascd.org/about-ascd/Goväó_', 'expanded_url': 'http://www.ascd.org/about-ascd/Governance/elections.aspx', 'indices': [101, 124], 'url': 'https://t.co/JMuaKfjxDU'}], 'user_mentions': [{'screen_name': 'JessicaBohn', 'name': 'Jessica Bohn', 'indices': [3, 15], 'id_str': '705517056', 'id': 705517056}, {'screen_name': 'ASCD', 'name': 'ASCD', 'indices': [17, 22], 'id_str': '15743206', 'id': 15743206}], 'hashtags': [{'indices': [125, 133], 'text': 'ASCDL2L'}], 'symbols': []}, 'geo': None, 'id_str': '840623695458652161', 'in_reply_to_screen_name': None, 'text': 'RT @JessicaBohn: @ASCD members, please view candidate profiles and vote for two new Board members at https://t.co/JMuaKfjxDU #ASCDL2L', 'in_reply_to_user_id_str': None, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'truncated': False, 'in_reply_to_user_id': None, 'created_at': 'Sat Mar 11 18:01:21 +0000 2017', 'contributors': None, 'in_reply_to_status_id_str': None, 'lang': 'en', 'id': 840623695458652161, 'favorited': False, 'coordinates': None}",TRUE,FALSE,FALSE,Umair Shahid Qureshi,0
3236112038,3236112038,laeek91,,"Patriotic Pakistani, Cricket Enthusiast & Sci-Fi Adherent !",,102,218,1,Thu Jun 04 14:33:45 +0000 2015,294,FALSE,354,en,"{'retweeted': False, 'is_quote_status': False, 'favorite_count': 0, 'retweet_count': 0, 'place': None, 'in_reply_to_status_id': None, 'entities': {'urls': [], 'user_mentions': [], 'hashtags': [{'indices': [40, 55], 'text': 'PslFinalLahore'}, {'indices': [56, 64], 'text': 'PSL2017'}, {'indices': [65, 74], 'text': 'PSLFinal'}, {'indices': [85, 100], 'text': 'QaddafiStadium'}, {'indices': [101, 118], 'text': 'QuettaGladiators'}, {'indices': [119, 133], 'text': 'PeshawarZalmi'}, {'indices': [134, 151], 'text': 'PakistanZindabad'}], 'symbols': []}, 'geo': None, 'id_str': '838383257406345221', 'in_reply_to_screen_name': None, 'text': 'CRICKET &gt;&gt;&gt;&gt;&gt; TERRORISM\n\n#PslFinalLahore #PSL2017 #PSLFinal # cricket #QaddafiStadium #QuettaGladiators #PeshawarZalmi #PakistanZindabad', 'in_reply_to_user_id_str': None, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'truncated': False, 'in_reply_to_user_id': None, 'created_at': 'Sun Mar 05 13:38:39 +0000 2017', 'contributors': None, 'in_reply_to_status_id_str': None, 'lang': 'en', 'id': 838383257406345221, 'favorited': False, 'coordinates': None}",FALSE,FALSE,FALSE,Laeeq Siddiqui,0
128621479,128621479,aliameenrana,Lahore,,,23,39,0,Thu Apr 01 17:42:23 +0000 2010,4,FALSE,11,en,"{'retweeted': False, 'is_quote_status': False, 'favorite_count': 0, 'retweeted_status': {'retweeted': False, 'is_quote_status': False, 'favorite_count': 145, 'retweet_count': 177, 'place': None, 'in_reply_to_status_id': None, 'entities': {'urls': [], 'user_mentions': [], 'hashtags': [{'indices': [18, 23], 'text': 'LUMS'}], 'symbols': []}, 'geo': None, 'id_str': '687326989036974080', 'in_reply_to_screen_name': None, 'text': 'Usman Sarwar, the #LUMS student that media outlets are claiming has been arrested, is sitting in the computer lab one row behind me..', 'in_reply_to_user_id_str': None, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'truncated': False, 'in_reply_to_user_id': None, 'created_at': 'Wed Jan 13 17:34:58 +0000 2016', 'contributors': None, 'in_reply_to_status_id_str': None, 'lang': 'en', 'id': 687326989036974080, 'favorited': False, 'coordinates': None}, 'retweet_count': 177, 'place': None, 'in_reply_to_status_id': None, 'entities': {'urls': [], 'user_mentions': [{'screen_name': 'Brainmasalaar', 'name': 'Salaar Khan', 'indices': [3, 17], 'id_str': '401963980', 'id': 401963980}], 'hashtags': [{'indices': [37, 42], 'text': 'LUMS'}], 'symbols': []}, 'geo': None, 'id_str': '687353437277831168', 'in_reply_to_screen_name': None, 'text': 'RT @Brainmasalaar: Usman Sarwar, the #LUMS student that media outlets are claiming has been arrested, is sitting in the computer lab one roäó_', 'in_reply_to_user_id_str': None, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'truncated': False, 'in_reply_to_user_id': None, 'created_at': 'Wed Jan 13 19:20:04 +0000 2016', 'contributors': None, 'in_reply_to_status_id_str': None, 'lang': 'en', 'id': 687353437277831168, 'favorited': False, 'coordinates': None}",TRUE,FALSE,FALSE,Ali Ameen,0
2207346341,2207346341,ammararshad634,,Advice is what we ask for when we already know the answer but wish we didn't.,,92,285,0,Wed Dec 04 12:32:33 +0000 2013,1,FALSE,9,en,"{'retweeted': False, 'is_quote_status': False, 'favorite_count': 1, 'possibly_sensitive': False, 'retweet_count': 0, 'place': None, 'in_reply_to_user_id': None, 'in_reply_to_status_id': None, 'entities': {'urls': [], 'user_mentions': [], 'hashtags': [{'indices': [0, 6], 'text': 'BarBQ'}], 'media': [{'media_url_https': 'https://pbs.twimg.com/media/CMKfVRhUYAAZfUM.jpg', 'display_url': 'pic.twitter.com/gZFbFiZ8w7', 'url': 'http://t.co/gZFbFiZ8w7', 'expanded_url': 'https://twitter.com/ammararshad634/status/631242107152240640/photo/1', 'media_url': 'http://pbs.twimg.com/media/CMKfVRhUYAAZfUM.jpg', 'id_str': '631242085614510080', 'sizes': {'large': {'resize': 'fit', 'w': 960, 'h': 960}, 'small': {'resize': 'fit', 'w': 340, 'h': 340}, 'medium': {'resize': 'fit', 'w': 600, 'h': 600}, 'thumb': {'resize': 'crop', 'w': 150, 'h': 150}}, 'indices': [7, 29], 'type': 'photo', 'id': 631242085614510080}], 'symbols': []}, 'geo': None, 'id_str': '631242107152240640', 'in_reply_to_screen_name': None, 'text': '#BarBQ http://t.co/gZFbFiZ8w7', 'in_reply_to_user_id_str': None, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'truncated': False, 'extended_entities': {'media': [{'media_url_https': 'https://pbs.twimg.com/media/CMKfVRhUYAAZfUM.jpg', 'display_url': 'pic.twitter.com/gZFbFiZ8w7', 'url': 'http://t.co/gZFbFiZ8w7', 'expanded_url': 'https://twitter.com/ammararshad634/status/631242107152240640/photo/1', 'media_url': 'http://pbs.twimg.com/media/CMKfVRhUYAAZfUM.jpg', 'id_str': '631242085614510080', 'sizes': {'large': {'resize': 'fit', 'w': 960, 'h': 960}, 'small': {'resize': 'fit', 'w': 340, 'h': 340}, 'medium': {'resize': 'fit', 'w': 600, 'h': 600}, 'thumb': {'resize': 'crop', 'w': 150, 'h': 150}}, 'indices': [7, 29], 'type': 'photo', 'id': 631242085614510080}]}, 'created_at': 'Tue Aug 11 23:13:40 +0000 2015', 'contributors': None, 'in_reply_to_status_id_str': None, 'lang': 'und', 'id': 631242107152240640, 'favorited': False, 'coordinates': None}",TRUE,FALSE,FALSE,Ammar arshad,0
19278408,19278408,LiquidNewsroom,"Munich, Bavaria","Curated media & journalism news. LIVE Tweets, no bot |  Steffen Konrath https://t.co/1tl2IUcbOs |  IMPRESSUM https://t.co/dkfqQkPJza",https://t.co/EmauuXtXFl,164514,57213,5246,Wed Jan 21 06:06:30 +0000 2009,2273,FALSE,60041,en,"{'retweeted': False, 'is_quote_status': False, 'favorite_count': 8, 'possibly_sensitive': False, 'retweet_count': 1, 'place': None, 'in_reply_to_status_id': None, 'entities': {'urls': [{'display_url': 'niemanlab.org/2017/03/how-foäó_', 'expanded_url': 'http://www.niemanlab.org/2017/03/how-four-international-news-outlets-are-creating-truly-digitally-native-content-and-making-money-off-it/', 'indices': [106, 129], 'url': 'https://t.co/9GIX6wuDDU'}], 'user_mentions': [], 'hashtags': [], 'symbols': []}, 'geo': None, 'id_str': '841178066575589376', 'in_reply_to_screen_name': None, 'text': 'How four international news outlets are creating truly digitally native content (and making money off it) https://t.co/9GIX6wuDDU', 'in_reply_to_user_id_str': None, 'source': '<a href=""http://liquidnewsroom.com"" rel=""nofollow"">LNR_LIVE</a>', 'truncated': False, 'in_reply_to_user_id': None, 'created_at': 'Mon Mar 13 06:44:14 +0000 2017', 'contributors': None, 'in_reply_to_status_id_str': None, 'lang': 'en', 'id': 841178066575589376, 'favorited': False, 'coordinates': None}",FALSE,FALSE,FALSE,LIQUID NEWSROOMŒ¬,0
